word,tf,df,tfidf
show,38205,20814,29.09837842
play,37663,20754,29.09301045
someth,41243,21238,29.07570837
than,39263,21146,28.99883093
their,38268,21173,28.92100621
gone,43803,21852,28.92088301
last,37161,21059,28.90465484
stand,38057,21261,28.86319795
alon,39472,21450,28.86038594
stay,40958,21641,28.85800798
these,39773,21525,28.84221033
made,34519,20973,28.76270958
friend,38091,21494,28.74995317
girl,73339,24900,28.74529765
start,35883,21374,28.66028514
thought,34425,21286,28.60013786
insid,39013,22257,28.43986366
wait,50108,23688,28.38323836
off,42155,22801,28.3732839
left,36130,22034,28.35707224
even,35661,21968,28.35636614
much,41451,22925,28.27471263
home,50312,24159,28.18145102
his,63229,25465,28.15133748
run,51640,24697,28.00682373
littl,60172,25725,27.92551584
word,38707,23353,27.91331044
lie,43437,24007,27.89824958
place,39163,23539,27.85799601
ever,49032,24948,27.77632701
her,99745,29071,27.72935035
has,39201,24126,27.60117088
she,161820,32272,27.59948632
hear,45402,24976,27.58337754
befor,41046,24523,27.53873981
noth,51408,25805,27.52616507
walk,47846,25547,27.46612687
them,52040,26021,27.46541359
over,58574,26695,27.46359308
hold,51509,25981,27.45809418
fall,53031,26226,27.42511397
end,43580,25139,27.41826518
gonna,89759,29590,27.30014112
die,75572,28614,27.28706068
babi,124647,31720,27.23875052
good,62305,27768,27.17947903
alway,53207,26994,27.1243406
did,56783,27456,27.09092355
head,45793,26287,27.06177459
us,61088,27963,27.05966012
leav,51091,27319,26.90451898
were,53446,27679,26.86743013
light,50710,27474,26.82748018
said,60542,28788,26.72745606
whi,67709,29520,26.70527305
wo,63680,29327,26.64053395
dream,57608,28848,26.59470686
yeah,120885,33600,26.53013728
everi,55385,28983,26.4575888
into,48373,28226,26.43562338
again,70207,30573,26.40673444
face,45213,27904,26.40436608
call,55999,29354,26.34686533
long,58457,29741,26.30219447
about,66307,31237,26.0525111
had,55411,30530,25.90762485
turn,57139,30778,25.88869585
he,143897,36773,25.88185194
find,57400,31013,25.81807485
well,65798,31995,25.77998857
keep,70554,32657,25.70945576
around,59962,31879,25.62044215
some,64210,32652,25.51194676
hand,55921,31929,25.45501311
give,78062,34292,25.39795329
our,78839,34622,25.31578632
man,84958,35389,25.23407563
mind,61513,33376,25.18965487
still,62574,33491,25.18915308
an,64007,33654,25.18517257
too,70404,34764,25.03897918
onli,67947,34713,24.98138058
world,77711,35770,24.93770209
live,72359,35371,24.91149982
then,63234,35334,24.64700046
who,80051,37163,24.59095248
tri,70815,36402,24.56368072
more,82290,37992,24.41148701
need,92977,38929,24.3925888
or,70830,37584,24.22764798
tell,84015,38963,24.18459546
been,81021,39616,23.93800447
right,86508,40343,23.87298303
where,83651,40456,23.77867251
night,85063,40601,23.77319024
think,81692,40361,23.75772525
caus,96806,42707,23.48505507
heart,90639,42359,23.44734863
through,73021,40825,23.42208693
thing,84728,42204,23.35840749
away,99115,43551,23.32229337
oh,178751,48493,23.24290934
eye,75797,42675,23.03246637
could,92548,44285,23.01900741
how,97291,44688,23.01624889
here,96916,44730,22.99926103
look,87598,44727,22.81369477
life,103391,47023,22.59267449
back,109866,47619,22.56963744
let,138391,50240,22.4124214
want,140144,51055,22.26393379
day,105957,49722,22.05385375
ca,126690,51847,21.92773965
by,91398,49544,21.83139909
would,125411,52283,21.82277751
as,114988,51809,21.76867327
got,170641,57424,21.35591718
feel,135366,56166,21.20599482
say,131303,56176,21.1537284
take,127994,56045,21.13559793
way,125963,56343,21.05444575
they,170672,60373,20.83254559
make,135332,58738,20.74345305
was,163320,60977,20.65912113
never,143939,59834,20.65272015
at,113918,57669,20.65118216
get,192961,63547,20.49323056
if,164651,63925,20.18550338
down,161460,64898,20.00072978
love,298043,73423,19.64328766
go,182812,68492,19.63984988
come,180061,68524,19.61239573
one,164380,67696,19.59892842
from,139465,67176,19.42847719
see,155302,69853,19.19823828
up,204310,72856,19.17651349
out,168374,71102,19.13985563
can,188517,72987,19.04180809
there,171922,72506,18.97443365
time,181248,74857,18.73192161
now,194806,76526,18.61458526
like,227624,79241,18.48429915
we,393787,87011,18.28165982
when,210110,82805,17.93839982
what,241924,84930,17.87829007
this,248920,87065,17.67158474
just,226250,87215,17.52909862
know,273137,91652,17.28935426
no,315665,94444,17.17979591
am,407827,99616,16.97491288
with,249988,94929,16.83728477
have,293634,102941,16.26138272
but,254748,101545,16.21978802
be,330613,105603,16.16004243
will,357386,106705,16.15290121
so,289494,104760,16.07890621
do,470946,113498,15.88298642
are,381331,111018,15.85243373
your,463681,115796,15.67548289
for,334143,113363,15.50643964
on,419354,122569,15.03529316
all,361511,120648,15.01947214
my,611942,130275,14.87250487
that,474535,129991,14.62831443
not,735396,145040,14.07650507
of,540064,142135,13.95606047
it,821152,149521,13.9088932
me,771755,151095,13.75648552
you,1744257,166772,13.6173126
i,2078808,174095,13.38362202
is,595735,153590,13.36914329
in,626410,160079,13.05838021
and,1055748,175917,12.71121083
the,1863782,188401,12.59772965
to,1067578,179264,12.56021467
a,974499,183442,12.28994724
